TransactionID,AccountID,TransactionAmount,TransactionType,Channel,DeviceType,LoginAttempts,AccountBalance,Fraud
100425,C098,14986.56,Debit,Mobile,Desktop,2,21345.16,0
100426,C066,44403.9,Debit,ATM,Mobile,4,9792.12,1
100427,C032,201795.81,Debit,Online,Desktop,1,6517.43,1
100428,C191,107794.09,Debit,Online,Desktop,2,59310.34,0
100429,C086,45914.44,Debit,ATM,Mobile,4,82521.03,1
100430,C051,117026.79,Credit,ATM,Desktop,1,85847.21,0
100431,C153,226340.64,Debit,Online,Mobile,1,46415.85,1
100432,C186,68002.65,Debit,ATM,Mobile,2,78448.7,0
100433,C063,3359.71,Debit,Mobile,Desktop,3,94693.33,0
100434,C190,25673.14,Debit,Online,Mobile,3,27589.49,0
100435,C125,90954.19,Debit,Mobile,Desktop,3,39856.24,0
100436,C150,13105.21,Debit,ATM,Mobile,2,93154.75,0
100437,C058,88787.18,Debit,Online,Mobile,3,33889.27,0
100438,C058,6410.92,Debit,Online,Mobile,4,91396.24,1
100439,C086,2404.15,Debit,Online,Mobile,4,98106.38,1
100440,C049,24232.77,Credit,ATM,Mobile,4,66214.89,1
100441,C180,1871.18,Debit,Online,Desktop,4,81707.34,1
100442,C170,157643.01,Debit,Online,Desktop,1,74979.6,1
100443,C070,87494.14,Debit,Online,Desktop,4,69983.47,1
100444,C015,80664.69,Debit,ATM,Mobile,3,30762.41,0
100445,C054,49682.61,Credit,Mobile,Desktop,2,5803.72,0
100446,C188,12187.98,Debit,ATM,Desktop,3,34370.87,0
100447,C101,36517.57,Debit,Mobile,Desktop,4,66726.9,1
100448,C008,45474.95,Debit,Mobile,Mobile,1,10342.67,0
100449,C053,37225.34,Debit,Mobile,Desktop,4,1290.61,1
100450,C060,15071.03,Debit,Online,Desktop,2,14055.27,0
100451,C108,36205.89,Debit,Online,Mobile,3,71602.02,0
100452,C005,33783.67,Credit,Mobile,Desktop,2,97282.09,0
100453,C103,280456.93,Debit,ATM,Mobile,2,98308.16,1
100454,C196,113863.49,Debit,Online,Mobile,2,49448.52,0
100455,C006,31123.32,Debit,Online,Mobile,3,86948.29,0
100456,C109,48767.2,Debit,Online,Mobile,4,73708.96,1
100457,C116,68890.84,Debit,ATM,Mobile,2,50153.92,0
100458,C094,1774.37,Credit,Online,Desktop,3,57318.78,0
100459,C047,112652.35,Credit,Mobile,Mobile,1,13808.99,0
100460,C099,98350.95,Debit,ATM,Desktop,3,93772.38,0
100461,C055,30572.1,Credit,Mobile,Desktop,1,35257.78,0
100462,C168,24810.79,Credit,ATM,Mobile,3,44670.31,0
100463,C052,15938.65,Credit,ATM,Desktop,4,67198.86,1
100464,C144,32377.8,Debit,ATM,Desktop,2,33456.86,0
100465,C013,2269.57,Credit,ATM,Desktop,4,25500.49,1
100466,C114,95592.58,Debit,Mobile,Desktop,3,63141.83,0
100467,C124,1803.25,Credit,ATM,Desktop,2,2595.91,0
100468,C106,19953.13,Debit,Online,Desktop,1,72100.44,0
100469,C158,134111.44,Debit,ATM,Mobile,3,51450.93,0
100470,C147,66441.41,Credit,Online,Desktop,2,60614.8,0
100471,C145,16521.89,Debit,Online,Desktop,1,63224.83,0
100472,C120,14561.02,Credit,ATM,Mobile,1,52752.31,0
100473,C063,254.75,Credit,ATM,Mobile,4,58295.12,1
100474,C019,59489.41,Debit,Mobile,Desktop,3,68410.44,0
100475,C092,2500.68,Debit,ATM,Mobile,1,75336.57,0
100476,C058,38028.76,Debit,Online,Desktop,2,72772.49,0
100477,C183,163669.2,Debit,ATM,Mobile,1,86974.68,1
100478,C090,5796.86,Debit,Online,Mobile,1,19025.4,0
100479,C117,112442.71,Credit,ATM,Mobile,4,40174.68,1
100480,C062,238239.58,Debit,Online,Mobile,4,94784.83,1
100481,C023,3174.53,Debit,ATM,Desktop,2,39719.4,0
100482,C127,107239.03,Credit,Mobile,Desktop,4,12574.52,1
100483,C137,36291.68,Debit,ATM,Desktop,1,52591.97,0
100484,C140,118497.03,Debit,Online,Mobile,1,11038.15,0
100485,C129,42352.1,Credit,Online,Mobile,4,20365.04,1
100486,C058,54252.04,Debit,ATM,Desktop,1,99832.04,0
100487,C122,39238.89,Credit,Online,Desktop,1,54182.13,0
100488,C001,99936.55,Credit,ATM,Mobile,2,28477.43,0
100489,C034,66196.02,Credit,Mobile,Mobile,4,99478.02,1
100490,C096,36829.91,Debit,Mobile,Mobile,1,96659.24,0
100491,C126,101308.62,Debit,Mobile,Desktop,4,44129.83,1
100492,C118,14070.79,Debit,ATM,Desktop,2,26114.27,0
100493,C048,8559.63,Credit,Online,Mobile,4,83856.12,1
100494,C089,8741.49,Credit,Online,Mobile,1,71590.51,0
100495,C117,20323.95,Debit,Mobile,Desktop,4,68725.45,1
100496,C129,13635.73,Debit,Online,Mobile,1,89322.06,0
100497,C016,133027.58,Debit,Mobile,Mobile,1,68972.77,0
100498,C189,5593.2,Debit,Online,Mobile,1,28451.41,0
100499,C192,60030.71,Credit,Online,Mobile,2,69416.93,0
100500,C191,10488.02,Debit,ATM,Mobile,4,30650.77,1
100501,C069,106700.01,Credit,Online,Desktop,2,75947.97,0
100502,C022,162615.54,Credit,Online,Desktop,4,62012.81,1
100503,C093,31318.37,Debit,Online,Desktop,2,7833.41,0
100504,C195,105627.78,Debit,Online,Desktop,3,51332.25,0
100505,C076,257.92,Debit,Online,Mobile,1,34395.77,0
100506,C154,85725.18,Debit,ATM,Desktop,1,32924.21,0
100507,C144,12979.04,Credit,Online,Mobile,2,60265.4,0
100508,C179,119680.94,Credit,Online,Desktop,3,32300.25,0
100509,C086,56.04,Credit,Online,Desktop,1,77711.69,0
100510,C185,40617.01,Debit,ATM,Mobile,4,7172.06,1
100511,C029,70659.81,Debit,ATM,Mobile,2,66072.79,0
100512,C069,14966.71,Credit,ATM,Mobile,1,80938.56,0
100513,C047,10729.81,Debit,Online,Mobile,1,67315.89,0
100514,C094,4392.31,Debit,ATM,Mobile,2,49773.2,0
100515,C190,19758.43,Debit,Online,Desktop,2,95035.67,0
100516,C197,41031.34,Debit,Mobile,Desktop,4,30063.86,1
100517,C144,6156.08,Debit,ATM,Mobile,4,2014.87,1
100518,C176,23635.99,Debit,Online,Mobile,1,43255.74,0
100519,C085,455.69,Credit,Online,Mobile,1,3397.89,0
100520,C039,85374.43,Debit,Mobile,Desktop,2,95398.28,0
100521,C100,6874.03,Debit,Online,Mobile,1,21070.81,0
100522,C033,16657.89,Debit,Online,Mobile,1,78913.81,0
100523,C101,929.98,Credit,Mobile,Mobile,2,77479.75,0
100524,C023,28302.89,Debit,Online,Mobile,1,21851.12,0
100525,C010,91667.06,Debit,Mobile,Mobile,1,62160.53,0
100526,C069,24891.46,Debit,ATM,Desktop,3,4903.09,0
100527,C100,9891.91,Credit,Mobile,Mobile,4,48409.1,1
100528,C034,70060.01,Debit,Online,Desktop,2,1563.25,0
100529,C180,77749.14,Credit,Online,Mobile,3,92122.27,0
100530,C138,9543.1,Credit,ATM,Desktop,4,97610.99,1
100531,C147,73669.82,Debit,Online,Desktop,4,22306.05,1
100532,C186,147154.99,Credit,ATM,Mobile,4,20889.79,1
100533,C096,9098.74,Debit,Mobile,Mobile,3,75396.65,0
100534,C001,73698.23,Credit,Mobile,Mobile,3,25412.6,0
100535,C069,61648.12,Debit,ATM,Desktop,4,89518.15,1
100536,C004,32082.21,Credit,Mobile,Mobile,1,57435.52,0
100537,C016,2983.28,Debit,Online,Desktop,1,35142.68,0
100538,C024,3881.56,Debit,Online,Mobile,3,83286.11,0
100539,C080,95667.43,Debit,ATM,Desktop,3,49391.33,0
100540,C002,231005.93,Debit,ATM,Desktop,3,91172.13,1
100541,C128,56358.65,Debit,ATM,Desktop,4,92808.62,1
100542,C160,29525.77,Debit,ATM,Mobile,1,16625.47,0
100543,C084,52145.68,Debit,Mobile,Mobile,3,332.11,0
100544,C152,45118.88,Debit,ATM,Desktop,3,98394.7,0
100545,C140,24193.95,Credit,Mobile,Mobile,2,90623.14,0
100546,C178,3393.93,Debit,ATM,Mobile,4,5638.98,1
100547,C163,86161.96,Debit,Online,Mobile,2,83320.12,0
100548,C124,23247.5,Debit,Online,Mobile,1,45834.71,0
100549,C033,85403.73,Debit,Mobile,Mobile,2,25970.26,0
100550,C161,14551.63,Credit,ATM,Mobile,2,87886.78,0
100551,C189,51.5,Debit,Online,Mobile,2,19747.06,0
100552,C179,8654.51,Credit,Online,Desktop,4,94735.27,1
100553,C171,31606.31,Credit,ATM,Desktop,1,20641.59,0
100554,C101,144392.02,Credit,ATM,Desktop,2,61406.95,0
100555,C012,5390.04,Debit,Online,Desktop,4,22386.32,1
100556,C067,96279.33,Credit,Online,Mobile,1,54612.3,0
100557,C065,37435.54,Credit,Online,Mobile,3,68429.12,0
100558,C161,87412.24,Debit,ATM,Mobile,2,19103.77,0
100559,C168,17717.77,Debit,Online,Mobile,1,52136.49,0
100560,C074,91612.56,Debit,Online,Desktop,2,46959.07,0
100561,C043,74101.24,Debit,Online,Mobile,3,7196.64,0
100562,C044,13071.72,Debit,Mobile,Mobile,1,81848.95,0
100563,C029,7039.89,Debit,Online,Mobile,4,33634.67,1
100564,C141,101268.25,Debit,Online,Mobile,1,57500.76,0
100565,C012,165162.7,Debit,ATM,Desktop,4,51526.95,1
100566,C095,1590.14,Debit,Online,Mobile,1,51374.72,0
100567,C046,65702.42,Debit,ATM,Desktop,4,10811.52,1
100568,C130,120133.82,Debit,Online,Mobile,3,42405.85,0
100569,C035,97371.6,Debit,Online,Mobile,3,45291.44,0
100570,C081,166939.97,Debit,Mobile,Desktop,3,73390.92,1
100571,C090,71375.42,Credit,ATM,Mobile,1,84017.88,0
100572,C008,29196.59,Debit,Online,Desktop,3,54543.73,0
100573,C093,18694.83,Debit,Online,Desktop,2,8769.62,0
100574,C154,19337.77,Credit,ATM,Desktop,3,23761.26,0
100575,C090,64444.35,Debit,ATM,Desktop,4,16576.91,1
100576,C162,68488.98,Debit,ATM,Mobile,4,12549.04,1
100577,C115,11179.63,Credit,ATM,Desktop,4,36653.34,1
100578,C105,101294.21,Credit,ATM,Mobile,1,23016.41,0
100579,C135,62749.98,Debit,ATM,Desktop,2,21908.48,0
100580,C196,41362.54,Debit,ATM,Desktop,3,5563.85,0
100581,C058,31888.69,Credit,Online,Desktop,2,1865.24,0
100582,C114,39179.07,Debit,Online,Desktop,2,10366.55,0
100583,C075,8672.79,Debit,Mobile,Mobile,4,17302.53,1
100584,C157,11389.04,Credit,Online,Desktop,4,43155.27,1
100585,C120,4779.56,Debit,Online,Desktop,4,51100.97,1
100586,C164,8341.59,Debit,Mobile,Desktop,1,14145.13,0
100587,C021,30228.77,Debit,Online,Desktop,2,42535.86,0
100588,C164,37788.84,Credit,Online,Mobile,2,34240.71,0
100589,C138,901.17,Debit,Online,Mobile,1,18424.02,0
100590,C101,79677.69,Debit,ATM,Mobile,1,783.39,0
100591,C152,17418.9,Debit,ATM,Desktop,1,46755.08,0
100592,C192,121427.85,Debit,Online,Mobile,2,68596.61,0
100593,C177,171343.09,Debit,Online,Mobile,2,22705.11,1
100594,C099,10256.52,Credit,ATM,Mobile,4,13267.5,1
100595,C036,31003.88,Debit,Mobile,Desktop,4,88715.57,1
100596,C096,61.63,Debit,Online,Mobile,2,27574.97,0
100597,C152,45605.88,Credit,Online,Mobile,4,22438.9,1
100598,C151,46736.29,Debit,Mobile,Mobile,1,85723.98,0
100599,C190,14220.37,Credit,Online,Mobile,3,81729.0,0
100600,C037,40868.97,Debit,Mobile,Mobile,4,44889.81,1
100601,C012,12779.47,Debit,Online,Mobile,2,48974.96,0
100602,C113,8766.83,Debit,ATM,Mobile,4,21853.1,1
100603,C183,52708.65,Credit,Online,Desktop,4,7922.34,1
100604,C013,19720.73,Debit,Online,Desktop,4,57385.84,1
100605,C023,44612.1,Debit,Online,Mobile,3,9924.66,0
100606,C099,28391.56,Debit,Mobile,Desktop,1,44982.53,0
100607,C105,207868.71,Debit,Online,Mobile,2,94055.67,1
100608,C030,8101.28,Debit,Online,Desktop,3,95288.16,0
100609,C017,31236.93,Credit,Mobile,Desktop,2,24009.3,0
100610,C113,57043.11,Debit,Online,Mobile,2,62448.93,0
100611,C062,25171.41,Credit,Online,Mobile,2,47460.22,0
100612,C084,183847.25,Debit,Mobile,Mobile,3,87580.94,1
100613,C112,63986.5,Debit,ATM,Mobile,1,27215.94,0
100614,C086,53498.89,Debit,Online,Desktop,2,469.87,0
100615,C141,70746.89,Debit,Mobile,Mobile,1,16339.86,0
100616,C187,152507.98,Credit,Online,Mobile,1,35017.33,1
100617,C019,119199.87,Credit,Online,Mobile,4,31640.54,1
100618,C177,64419.43,Debit,Online,Mobile,3,79157.16,0
100619,C100,69147.33,Debit,Online,Mobile,3,68088.01,0
100620,C140,7886.64,Debit,Mobile,Mobile,4,30025.68,1
100621,C189,5423.4,Credit,ATM,Desktop,4,45828.61,1
100622,C147,42303.79,Debit,ATM,Mobile,1,9646.35,0
100623,C076,926.92,Debit,ATM,Mobile,2,89824.83,0
100624,C009,32923.41,Credit,Online,Desktop,3,93548.94,0
100625,C199,11808.25,Debit,Online,Mobile,2,97982.37,0
100626,C028,21233.66,Debit,Mobile,Desktop,2,86868.43,0
100627,C128,74761.89,Debit,Online,Desktop,4,17478.69,1
100628,C052,141712.57,Credit,Online,Mobile,2,4715.03,0
100629,C083,3758.61,Debit,ATM,Mobile,1,58001.71,0
100630,C111,38204.48,Debit,Online,Mobile,4,91269.24,1
100631,C144,107080.1,Debit,Online,Mobile,2,17817.4,0
100632,C117,4305.6,Debit,ATM,Mobile,4,803.59,1
100633,C069,87009.81,Debit,ATM,Mobile,1,80569.05,0
100634,C099,22142.88,Debit,ATM,Mobile,1,7771.89,0
100635,C140,19437.38,Debit,ATM,Mobile,2,41429.23,0
100636,C025,189637.36,Debit,Online,Desktop,4,67920.84,1
100637,C180,11210.9,Debit,ATM,Mobile,2,23756.08,0
100638,C123,59076.97,Debit,Online,Mobile,2,8487.86,0
100639,C053,86141.73,Credit,Mobile,Mobile,4,77025.12,1
100640,C151,2102.78,Debit,Online,Desktop,2,63054.49,0
100641,C144,55491.57,Credit,Mobile,Mobile,1,98850.2,0
100642,C057,151361.12,Credit,Online,Desktop,4,34496.37,1
100643,C039,6632.02,Debit,Online,Mobile,4,6270.06,1
100644,C109,113274.73,Debit,Mobile,Desktop,4,73461.57,1
100645,C181,45165.84,Debit,ATM,Mobile,4,52221.17,1
100646,C042,47934.42,Debit,Mobile,Mobile,2,21399.07,0
100647,C186,47459.32,Debit,ATM,Mobile,2,78194.73,0
100648,C167,17750.67,Debit,Online,Mobile,1,20455.17,0
100649,C142,136823.88,Debit,ATM,Mobile,3,26140.1,0
100650,C122,147204.89,Credit,Online,Mobile,3,9343.6,0
100651,C133,49082.1,Debit,Online,Desktop,1,40003.28,0
100652,C163,76490.39,Credit,Online,Desktop,3,41951.03,0
100653,C075,47370.75,Debit,ATM,Mobile,1,51504.72,0
100654,C146,33121.05,Credit,ATM,Mobile,2,70925.53,0
100655,C076,54061.23,Debit,ATM,Mobile,4,90619.48,1
100656,C009,40260.0,Debit,ATM,Desktop,4,13859.64,1
100657,C074,45500.01,Debit,Mobile,Mobile,2,5529.38,0
100658,C186,76585.1,Debit,ATM,Desktop,4,1951.27,1
100659,C145,32783.31,Debit,Mobile,Mobile,4,14447.78,1
100660,C007,2080.39,Credit,Mobile,Mobile,3,65829.15,0
100661,C174,8956.3,Debit,ATM,Desktop,2,72774.96,0
100662,C141,28866.72,Debit,Online,Desktop,3,78671.92,0
100663,C168,64517.68,Credit,ATM,Mobile,3,24446.45,0
100664,C170,44981.35,Credit,ATM,Mobile,4,30658.89,1
100665,C137,52533.15,Debit,ATM,Desktop,4,48365.15,1
100666,C178,32627.04,Debit,Online,Mobile,2,6411.99,0
100667,C027,47822.06,Debit,Online,Desktop,4,61153.04,1
100668,C122,19950.61,Debit,Online,Mobile,4,98375.13,1
100669,C194,31761.14,Credit,Online,Desktop,2,36144.55,0
100670,C005,68183.43,Credit,ATM,Desktop,4,75309.46,1
100671,C029,102720.97,Credit,Online,Mobile,3,50053.39,0
100672,C165,28427.62,Credit,Online,Desktop,2,12868.4,0
100673,C166,2232.18,Debit,ATM,Mobile,4,58265.52,1
100674,C083,8817.32,Credit,ATM,Mobile,1,30057.44,0
100675,C136,1054.09,Credit,Online,Mobile,2,3536.88,0
100676,C109,52959.44,Debit,ATM,Mobile,2,63529.48,0
100677,C065,20196.91,Credit,Online,Desktop,1,85907.34,0
100678,C086,39096.58,Debit,ATM,Mobile,4,34542.5,1
100679,C145,33989.52,Debit,ATM,Mobile,4,39090.53,1
100680,C071,4252.11,Credit,ATM,Mobile,2,89113.07,0
100681,C045,25813.8,Debit,ATM,Mobile,2,81379.52,0
100682,C132,12459.05,Debit,Online,Mobile,4,71523.79,1
100683,C036,27098.6,Debit,Online,Desktop,4,24954.83,1
100684,C070,11381.32,Debit,Online,Desktop,3,91030.64,0
100685,C159,91770.65,Credit,Mobile,Desktop,2,15526.13,0
100686,C019,9569.73,Debit,Online,Mobile,2,62714.37,0
100687,C189,161929.13,Debit,Online,Mobile,1,2977.24,1
100688,C108,26884.78,Credit,ATM,Mobile,3,64407.61,0
100689,C182,93619.84,Debit,Online,Mobile,4,27786.72,1
100690,C167,49545.98,Debit,Online,Mobile,3,45022.73,0
100691,C091,66467.41,Debit,ATM,Mobile,4,34591.93,1
100692,C090,72991.42,Credit,Online,Mobile,4,17358.4,1
100693,C019,35144.21,Debit,ATM,Desktop,3,62235.88,0
100694,C039,39186.49,Debit,Online,Mobile,2,88209.36,0
100695,C126,36076.91,Debit,Mobile,Mobile,4,95912.52,1
100696,C195,44343.68,Debit,Mobile,Mobile,3,19315.4,0
100697,C173,1491.76,Debit,Online,Mobile,1,71765.54,0
100698,C141,25168.94,Debit,Online,Desktop,3,66467.5,0
100699,C126,46594.17,Debit,Online,Mobile,1,34403.44,0
100700,C058,45530.79,Credit,Online,Mobile,4,2008.01,1
100701,C148,78741.22,Debit,ATM,Mobile,3,69010.15,0
100702,C061,53211.9,Credit,Online,Mobile,3,94554.94,0
100703,C127,242255.93,Credit,Online,Mobile,1,63248.8,1
100704,C105,16693.6,Credit,Mobile,Desktop,3,43585.74,0
100705,C167,22248.07,Debit,Online,Desktop,3,52562.87,0
100706,C001,24213.01,Debit,Online,Desktop,4,20042.92,1
100707,C131,31350.45,Debit,Online,Mobile,3,75079.36,0
100708,C092,90393.85,Debit,Online,Desktop,2,74667.34,0
100709,C190,13445.77,Debit,Online,Mobile,1,14637.18,0
100710,C191,74805.51,Credit,ATM,Mobile,3,87810.04,0
100711,C113,25985.77,Credit,Online,Desktop,1,26992.05,0
100712,C153,46047.0,Debit,Mobile,Mobile,1,98227.38,0
100713,C056,50057.11,Debit,Online,Mobile,1,38352.01,0
100714,C161,23328.37,Credit,ATM,Desktop,3,17870.62,0
100715,C166,35935.07,Debit,Online,Mobile,3,35236.84,0
100716,C117,26639.18,Debit,Mobile,Mobile,1,44074.01,0
100717,C134,3581.93,Credit,ATM,Mobile,2,7023.85,0
100718,C058,28738.47,Debit,Online,Desktop,1,57864.02,0
100719,C044,5123.42,Debit,Mobile,Desktop,2,59803.48,0
100720,C173,25961.44,Debit,Online,Desktop,1,73919.15,0
100721,C160,44937.08,Credit,Mobile,Mobile,4,3014.07,1
100722,C173,43305.42,Debit,Online,Mobile,1,54169.7,0
100723,C061,54327.46,Debit,Online,Mobile,1,5385.45,0
100724,C047,5005.47,Debit,Online,Mobile,3,70144.31,0
100725,C149,52795.35,Debit,ATM,Mobile,2,5667.23,0
100726,C080,18709.08,Debit,ATM,Mobile,4,91181.61,1
100727,C118,25461.84,Credit,Online,Mobile,2,70238.05,0
100728,C164,97591.57,Debit,ATM,Desktop,4,50788.24,1
100729,C147,453.57,Credit,Online,Mobile,1,44206.24,0
100730,C020,44386.7,Debit,Mobile,Mobile,3,13154.2,0
100731,C185,45654.04,Debit,Mobile,Mobile,3,29170.84,0
100732,C146,25263.7,Debit,Online,Desktop,2,86909.01,0
100733,C047,13526.69,Debit,Mobile,Desktop,3,90454.84,0
100734,C049,13372.67,Debit,Online,Desktop,2,174.7,0
100735,C014,107583.27,Debit,Online,Desktop,2,59454.23,0
100736,C143,29172.0,Debit,ATM,Mobile,4,71958.13,1
100737,C159,20090.29,Debit,Online,Mobile,2,61912.82,0
100738,C001,29780.84,Debit,Online,Mobile,4,8259.81,1
100739,C117,55340.85,Credit,Online,Mobile,3,21850.72,0
100740,C054,7876.95,Credit,Online,Mobile,2,25108.99,0
100741,C118,29840.41,Debit,ATM,Mobile,2,83189.29,0
100742,C003,44322.57,Debit,Online,Desktop,1,46373.62,0
100743,C144,148389.67,Debit,Mobile,Desktop,2,48734.14,0
100744,C185,14552.91,Debit,Online,Desktop,2,93495.82,0
100745,C012,22255.85,Debit,Mobile,Desktop,1,63744.88,0
100746,C074,23850.09,Credit,Mobile,Desktop,1,89876.9,0
100747,C016,46511.64,Debit,Mobile,Mobile,3,45705.23,0
100748,C102,22059.7,Debit,Mobile,Mobile,2,15028.68,0
100749,C152,38126.14,Credit,Mobile,Desktop,3,93000.57,0
100750,C156,76114.94,Debit,Online,Desktop,3,45924.64,0
100751,C117,61104.39,Credit,ATM,Mobile,1,18244.98,0
100752,C008,29562.81,Debit,Online,Desktop,4,30309.33,1
100753,C122,99834.56,Debit,Online,Mobile,3,5175.18,0
100754,C092,40838.14,Debit,ATM,Mobile,4,46883.23,1
100755,C164,38816.21,Debit,ATM,Desktop,2,85327.5,0
100756,C090,1739.29,Credit,Mobile,Mobile,1,93364.69,0
100757,C136,215973.18,Debit,Mobile,Mobile,2,93266.96,1
100758,C186,6560.75,Credit,Mobile,Mobile,2,12610.48,0
100759,C060,13141.73,Debit,Online,Desktop,1,38267.18,0
100760,C178,2654.05,Debit,ATM,Mobile,2,2920.05,0
100761,C028,51082.97,Debit,ATM,Desktop,1,85531.02,0
100762,C101,12725.34,Debit,ATM,Mobile,4,35939.7,1
100763,C041,9923.18,Credit,ATM,Mobile,2,63148.59,0
100764,C192,4636.23,Debit,ATM,Desktop,1,71518.35,0
100765,C155,5452.2,Debit,Mobile,Mobile,3,43041.48,0
100766,C191,43934.18,Debit,Online,Desktop,2,30713.59,0
100767,C145,58270.93,Debit,ATM,Mobile,4,96225.07,1
100768,C161,25323.34,Debit,ATM,Desktop,1,96452.37,0
100769,C157,32686.43,Debit,Online,Mobile,2,29014.69,0
100770,C141,57912.98,Credit,ATM,Mobile,2,48014.55,0
100771,C046,876.63,Debit,Mobile,Mobile,2,97287.13,0
100772,C035,19513.85,Debit,Online,Mobile,4,586.35,1
100773,C134,180777.26,Debit,Online,Desktop,1,41326.56,1
100774,C082,43388.39,Debit,ATM,Mobile,3,10135.71,0
100775,C115,14666.54,Credit,ATM,Mobile,3,50964.88,0
100776,C197,36879.0,Debit,Online,Mobile,3,2564.53,0
100777,C047,20977.2,Debit,Online,Mobile,1,40749.15,0
100778,C153,37990.53,Debit,Online,Desktop,3,22147.84,0
100779,C194,6718.96,Debit,ATM,Mobile,4,53377.51,1
100780,C010,7119.36,Debit,Online,Desktop,1,99599.77,0
100781,C056,7747.52,Credit,Online,Desktop,2,80073.56,0
100782,C030,140520.59,Credit,Mobile,Desktop,4,84579.64,1
100783,C109,66006.41,Credit,ATM,Mobile,2,63562.97,0
100784,C005,8859.65,Debit,ATM,Desktop,3,4251.83,0
100785,C119,10434.25,Debit,Online,Desktop,4,20759.09,1
100786,C033,65620.51,Debit,Online,Desktop,1,92513.95,0
100787,C118,8489.85,Debit,Online,Mobile,4,36674.7,1
100788,C065,13365.31,Credit,Online,Desktop,2,10453.31,0
100789,C146,165312.77,Debit,Online,Desktop,1,70270.3,1
100790,C177,14739.13,Credit,Mobile,Desktop,4,30015.83,1
100791,C011,54181.11,Credit,Online,Mobile,4,26958.81,1
100792,C085,192291.37,Debit,Mobile,Mobile,4,99797.95,1
100793,C026,23443.95,Debit,Online,Desktop,4,85828.08,1
100794,C063,883.56,Debit,Mobile,Mobile,1,40852.99,0
100795,C086,13995.44,Debit,Mobile,Desktop,2,98028.09,0
100796,C059,88856.51,Credit,ATM,Mobile,4,65046.31,1
100797,C027,99979.36,Debit,Mobile,Mobile,1,74228.04,0
100798,C177,73162.95,Debit,ATM,Mobile,2,3248.15,0
100799,C161,6001.71,Debit,Mobile,Mobile,4,12248.37,1
100800,C098,79361.9,Credit,Online,Desktop,2,63345.2,0
100801,C105,125466.81,Debit,ATM,Desktop,2,89912.5,0
100802,C099,45890.79,Credit,Online,Desktop,1,62412.0,0
100803,C129,141405.37,Debit,Mobile,Mobile,2,13489.09,0
100804,C149,87676.64,Credit,ATM,Desktop,1,11664.43,0
100805,C055,54976.36,Credit,Online,Desktop,4,84434.17,1
100806,C006,43041.06,Debit,Online,Mobile,2,14016.3,0
100807,C197,21429.55,Debit,Mobile,Mobile,2,52071.17,0
100808,C095,8675.27,Credit,Online,Desktop,3,3807.62,0
100809,C133,46437.64,Debit,ATM,Desktop,4,8158.91,1
100810,C102,19144.46,Credit,ATM,Desktop,4,67267.59,1
100811,C003,100659.72,Debit,Online,Mobile,3,68949.22,0
100812,C181,250558.8,Credit,Online,Desktop,3,34212.79,1
100813,C023,69802.64,Credit,Mobile,Mobile,1,21639.42,0
100814,C053,4742.01,Credit,ATM,Mobile,1,81389.66,0
100815,C165,17032.04,Debit,Online,Mobile,2,21788.61,0
100816,C083,5776.7,Debit,ATM,Mobile,2,54248.5,0
100817,C145,52564.25,Debit,ATM,Mobile,2,96824.06,0
100818,C085,72449.11,Debit,Online,Mobile,2,14870.46,0
100819,C078,129965.28,Debit,Online,Desktop,1,94093.54,0
100820,C110,28828.01,Debit,Online,Desktop,4,18371.02,1
100821,C001,115821.85,Credit,Mobile,Mobile,2,56787.58,0
100822,C051,105142.12,Debit,Online,Desktop,4,37763.07,1
100823,C173,19077.35,Debit,Mobile,Mobile,2,96496.37,0
100824,C004,101589.98,Debit,Mobile,Mobile,3,27426.85,0
100825,C190,23553.99,Debit,Online,Desktop,2,40025.83,0
100826,C193,17610.62,Debit,Mobile,Mobile,2,98287.73,0
100827,C113,52359.09,Credit,Online,Mobile,2,53693.39,0
100828,C032,19903.22,Credit,ATM,Mobile,1,50312.75,0
100829,C034,49740.83,Debit,Online,Mobile,3,25852.07,0
100830,C092,47058.87,Debit,ATM,Desktop,2,70166.22,0
100831,C095,41441.35,Credit,Online,Mobile,2,1535.86,0
100832,C072,23935.65,Debit,Online,Mobile,4,5046.31,1
100833,C039,39758.96,Debit,ATM,Mobile,3,59975.92,0
100834,C154,45377.14,Debit,ATM,Desktop,2,34233.29,0
100835,C162,39448.43,Debit,Mobile,Mobile,4,95336.31,1
100836,C182,29387.08,Debit,Online,Desktop,4,90328.75,1
100837,C118,738.78,Debit,ATM,Mobile,1,71399.26,0
100838,C003,44222.86,Debit,Online,Mobile,4,81832.74,1
100839,C123,9222.85,Credit,Online,Mobile,2,66766.45,0
100840,C050,51441.62,Debit,Online,Mobile,1,12645.65,0
100841,C012,71219.41,Credit,Mobile,Mobile,1,76577.78,0
100842,C193,34701.91,Credit,Online,Mobile,2,21098.18,0
100843,C054,39084.02,Debit,ATM,Desktop,3,32411.94,0
100844,C133,151287.48,Debit,Mobile,Mobile,4,81941.5,1
100845,C057,93920.59,Debit,Mobile,Desktop,1,53698.91,0
100846,C145,122808.1,Debit,ATM,Mobile,3,86008.08,0
100847,C112,84037.64,Credit,ATM,Mobile,2,21382.23,0
100848,C047,5765.96,Debit,ATM,Mobile,4,60817.07,1
100849,C151,8066.68,Credit,Online,Desktop,4,8470.72,1
100850,C085,37393.24,Debit,Online,Mobile,1,64341.79,0
